Nom,Ãge,NA,Cor,Cen,Drb,Apl,Agr,Fin,Ctn,Ctr,DÃ©t,Ins,Col,DÃ©c,Ãqu,CF,Acc,Pui,Pla,Phy,Vol,Vit,Agi,DÃ©t.1,Sgf,End,Crg,Ldr,Vis,Ant,TÃªt,Tir,T Lg,Mar,Pas,Pen,Tcl,Tec,NA_end
Mario Aznar,18,70,3,6,6,7,13,4,10,8,9,8,12,10,9,3,10,11,10,12,12,11,8,11,10,10,9,10,9,10,9,6,8,10,9,4,10,9,82
Buba SangarÃ©,15,70,7,14,15,9,14,8,6,10,15,9,8,14,14,3,12,5,8,10,10,11,9,5,8,7,10,10,9,7,9,7,8,9,11,5,11,10,82
Anuar Amador,17,70,6,13,8,6,9,4,6,11,4,11,9,6,6,2,11,8,6,15,9,14,13,8,9,10,9,5,4,7,8,8,8,8,10,6,14,6,76
Jorge Salinas,16,68,8,11,10,8,10,5,7,12,13,5,11,7,11,4,9,8,9,11,12,10,11,11,8,7,10,5,7,10,12,8,5,11,12,5,16,10,78
Iago,17,68,1,1,1,4,8,1,8,3,17,5,5,13,6,1,9,5,13,14,6,11,12,5,6,3,8,3,3,12,7,1,1,13,6,5,13,4,83
David GarcÃ­a,17,66,4,6,6,6,12,4,9,7,7,7,11,9,7,4,10,11,9,12,10,13,10,11,11,11,11,8,8,10,8,7,9,10,9,6,10,8,83
Aitor Crespo,17,65,4,1,1,3,13,3,11,7,5,6,6,14,7,1,13,8,14,15,7,9,7,9,5,4,8,10,1,8,10,4,5,7,7,4,8,6,65
Carlos JimÃ©nez,16,70,3,1,4,4,5,1,6,6,6,5,6,13,7,1,6,6,12,8,7,9,7,12,6,5,9,8,1,11,13,6,1,13,7,1,12,6,82
Carlos PeÃ±arada,17,65,2,4,7,9,9,5,11,10,13,5,9,6,10,7,11,7,8,15,10,11,11,14,9,8,6,9,7,10,11,9,8,8,10,6,14,5,78
Hugo Pascual,17,65,3,1,3,2,8,4,8,7,12,5,6,14,7,1,8,7,12,13,7,9,11,6,4,4,8,8,5,9,10,2,3,14,5,1,14,6,66
AdriÃ¡n Lopes,17,65,3,2,3,5,11,4,6,5,7,5,6,14,7,1,13,6,5,15,7,9,9,7,3,4,8,4,4,9,14,4,1,14,3,1,10,5,72
Mario HervÃ¡s,16,63,7,8,3,6,5,7,9,9,12,5,9,11,10,4,11,7,7,10,10,10,6,14,12,9,9,1,7,8,11,9,3,10,10,8,15,9,87
Aitor BellÃ³n,17,61,5,6,8,8,11,1,8,9,11,5,8,9,9,1,8,7,9,13,9,8,8,16,8,10,9,5,5,9,10,6,2,8,8,2,14,8,80
Alejandro Conte,17,61,4,5,5,7,12,4,9,7,16,7,11,8,9,4,7,11,8,12,10,9,7,15,8,9,11,8,8,9,12,7,9,11,8,7,9,8,79
Pedro,17,60,2,5,2,5,15,7,9,9,6,5,7,15,8,1,4,9,7,11,8,8,7,12,15,4,11,4,6,12,10,4,5,11,11,6,10,8,60
Hugo Ruiz,17,60,4,11,7,5,10,1,10,7,18,5,7,13,8,1,9,7,11,12,8,8,9,11,7,5,8,3,5,9,11,5,4,13,9,5,11,6,60
Christian LagÃ¼era,16,60,6,10,8,8,7,2,11,11,11,5,9,8,10,4,7,6,7,12,10,7,9,12,7,11,9,5,9,9,11,7,5,11,10,6,16,7,60
Rachid Bouchaiba,17,60,1,1,1,2,11,3,4,5,9,5,4,12,5,1,12,7,11,10,5,12,12,13,1,5,7,4,4,5,12,4,1,12,3,1,7,4,68
Ãlex Yang,18,60,4,8,5,5,9,6,5,7,17,5,8,11,7,5,15,4,11,12,8,12,11,9,6,7,7,11,8,11,7,3,6,10,9,4,8,7,60
Carlos SÃ¡nchez,18,60,2,5,5,4,13,3,7,5,10,5,7,14,7,1,10,5,8,7,7,11,14,8,4,5,8,4,7,8,7,6,6,11,8,3,8,5,72
Guillem Acosta,17,55,4,9,5,4,13,2,6,10,12,5,8,15,8,2,9,6,10,15,8,13,11,11,8,8,8,4,5,5,6,4,3,10,8,1,8,5,59
Nil Linares,17,55,6,9,8,7,6,2,7,8,3,5,8,15,8,7,8,5,5,10,9,13,12,10,6,9,8,8,7,8,5,6,2,9,6,5,11,8,55
Toni Velilla,16,58,5,6,4,6,13,6,6,10,14,5,9,8,10,3,12,6,6,12,11,8,10,10,7,11,10,6,5,7,11,6,8,10,10,2,16,5,78
Daniel Giner,16,58,7,12,8,4,5,7,7,8,15,5,8,9,8,2,14,7,6,13,8,15,14,7,3,10,6,11,3,6,5,7,5,3,7,1,9,5,68
Iker Caballero,17,58,6,12,7,6,11,2,10,10,3,5,9,11,9,3,7,7,6,10,7,10,11,15,7,11,8,12,9,8,9,4,7,7,10,3,13,9,59
Daniel Olmos,17,55,6,8,6,6,15,5,7,8,2,6,9,14,4,3,6,4,5,11,10,9,10,11,8,13,7,7,5,7,6,5,7,7,7,5,13,9,68
Javi Llaneza,16,60,1,3,1,1,10,3,6,5,13,5,5,10,6,2,12,6,13,12,7,12,11,6,5,12,8,6,1,7,13,1,1,13,6,1,11,4,85
Allan Nyom,36,118,4,11,10,14,15,6,12,10,16,10,16,12,9,4,11,14,13,15,14,11,9,13,13,13,16,9,10,13,11,5,12,13,11,7,14,11,108
SaÃºl Coco,25,131,5,7,10,6,11,9,15,12,14,9,13,14,11,12,12,12,12,12,13,14,13,12,13,14,13,11,12,14,13,11,7,13,13,7,13,13,131
Mohamed Djetei,29,123,5,13,9,8,12,6,15,12,14,8,12,12,12,7,13,14,13,15,13,13,13,14,13,13,14,14,12,13,14,5,7,12,13,6,13,12,123
Flavien-Enzo Boyomo,22,136,5,11,12,9,10,5,13,13,15,5,12,14,12,5,14,15,12,13,14,12,14,13,13,13,11,8,13,15,13,9,6,14,13,8,14,13,138
Mika MÃ¡rmol,23,140,6,11,13,10,13,8,14,12,15,9,11,14,15,6,13,13,14,15,12,14,15,13,15,14,13,10,15,16,14,8,10,14,13,7,14,14,140
Andoni Gorosabel,27,136,7,15,13,16,14,9,11,13,13,8,14,13,14,8,14,15,12,13,16,14,13,8,13,14,13,9,12,13,9,10,8,14,12,11,13,13,134
Jean-Sylvain Babin,37,113,7,7,6,8,12,8,14,10,14,6,13,10,9,8,7,16,17,13,13,9,8,13,11,13,15,12,8,13,14,7,7,14,10,7,14,10,104
Esteban Saveljich,33,118,4,5,6,7,11,5,14,9,12,5,14,13,11,5,11,14,14,12,13,12,11,13,12,14,15,16,6,13,13,5,7,14,11,6,13,10,112
Arnau MartÃ­nez,21,131,9,12,9,13,13,8,15,11,13,9,14,13,11,4,12,13,14,12,14,13,12,10,14,13,13,12,13,14,9,9,12,13,12,7,15,13,142
Aleksandar Sedlar,32,114,10,12,10,12,14,10,14,12,12,5,14,12,10,10,11,11,14,12,14,10,9,10,13,11,14,13,10,12,12,10,8,12,11,7,13,11,103
Nikola Å ipÄiÄ,29,117,6,5,9,8,12,8,13,10,13,8,14,12,11,7,10,15,13,13,14,12,10,14,12,14,14,14,9,12,13,7,10,14,10,8,13,9,117
Lautaro Blanco,25,127,13,13,12,13,12,10,15,13,13,8,13,14,12,7,14,12,13,13,13,13,12,8,12,13,12,14,13,13,10,9,12,13,13,9,13,13,127
Dario ÄumiÄ,32,114,2,7,7,8,7,7,12,10,15,7,10,12,13,6,9,15,14,16,10,12,8,16,10,11,15,14,11,11,15,6,8,13,11,6,12,10,113
Sergio Escudero,34,121,10,13,12,12,8,9,13,12,13,13,14,13,13,10,12,10,12,12,15,12,12,12,12,13,12,8,12,13,11,14,15,12,13,9,12,13,111
Juan Iglesias,26,128,9,14,13,12,14,9,13,13,14,12,13,12,11,6,13,13,13,12,13,15,12,11,12,14,14,10,11,13,10,9,12,12,12,12,13,13,128
Carlos Clerc,32,125,9,13,11,13,13,7,14,12,12,12,15,14,13,8,13,11,13,14,15,14,12,10,12,13,14,9,12,13,10,8,13,13,11,9,13,12,115
Miguel GutiÃ©rrez,22,133,11,14,15,14,11,9,11,13,16,12,12,14,13,9,15,10,12,12,12,14,13,12,10,13,12,15,13,13,9,6,13,12,13,5,13,14,134
Nahuel Tenaglia,28,129,8,11,11,14,15,9,12,12,11,7,13,13,13,6,14,12,14,13,14,14,13,10,12,12,15,10,11,13,12,7,15,14,12,9,15,11,128
RubÃ©n Duarte,28,128,7,10,9,11,11,7,14,13,15,8,14,13,13,12,13,11,15,12,13,14,13,8,13,14,14,13,12,14,9,9,11,13,13,5,14,12,128
Abdelkabir Abqar,25,122,6,7,8,5,14,7,13,10,12,6,14,12,10,6,11,15,13,10,15,13,11,15,10,15,15,13,8,12,12,5,5,14,9,7,13,10,123
JÃ©rÃ©my Mellot,30,126,6,12,11,12,15,7,14,10,16,8,14,13,13,7,13,13,13,16,15,14,13,9,12,15,15,11,11,14,7,9,11,13,11,8,15,11,126
Gustavo Henrique,31,125,4,7,10,8,16,10,15,11,14,8,12,13,15,9,5,17,14,14,10,12,6,18,11,14,15,12,10,15,15,7,8,15,12,11,13,11,123
JosÃ© MarsÃ,22,127,7,11,11,9,14,7,12,14,14,12,14,13,13,7,13,13,12,15,12,13,14,13,14,13,13,9,14,13,12,9,11,11,13,7,12,14,131
Sergi Cardona,25,130,9,12,12,14,11,9,13,12,13,13,13,14,12,10,13,12,12,14,14,14,14,13,12,14,13,8,13,13,6,9,7,12,11,9,13,13,130
Nikola MaraÅ¡,28,127,7,7,8,8,12,8,14,11,13,10,13,13,12,8,11,15,14,14,14,11,12,14,11,13,12,16,11,12,13,7,7,13,12,10,14,11,127
Javi HernÃ¡ndez,26,122,14,13,10,13,12,11,12,12,16,8,11,13,12,15,14,10,12,13,13,14,11,12,11,13,12,7,11,12,11,12,12,12,9,10,11,11,125
Daley Sinkgraven,29,125,12,13,12,14,10,6,9,14,11,12,16,12,12,12,13,9,8,12,13,13,14,10,12,13,7,11,13,10,9,8,7,9,14,8,10,15,125
Javi SÃ¡nchez,27,133,6,2,3,8,8,6,14,7,15,3,13,13,13,9,11,15,14,16,14,13,11,15,13,14,12,11,8,12,16,5,11,13,7,3,14,8,133
Ãlex SuÃ¡rez,31,123,5,5,7,7,15,7,16,8,15,6,17,13,12,7,11,14,12,15,18,12,12,13,13,14,16,14,7,13,13,9,11,13,9,6,15,8,122
Valery,24,124,8,11,13,12,15,10,10,12,15,11,13,11,12,8,13,9,9,14,14,13,12,9,10,12,12,9,9,10,9,10,10,10,11,8,13,13,124
Alexander Callens,32,124,5,8,7,7,15,6,10,10,13,9,13,11,12,4,14,15,13,13,14,14,13,14,11,15,14,13,8,14,14,6,10,14,12,12,14,10,120
Georgi Terziev,32,106,5,6,6,7,11,7,13,9,13,3,16,10,12,8,11,15,12,16,12,12,9,13,10,14,13,12,8,11,14,7,12,13,9,9,13,7,104
Javi LÃ³pez,22,119,7,12,12,12,14,7,12,11,4,13,10,11,12,5,14,11,12,12,14,13,14,12,11,13,11,11,11,13,11,11,7,13,13,3,13,13,120
Alejandro FrancÃ©s,21,131,5,10,8,9,11,6,14,11,15,9,13,13,12,6,13,13,13,13,14,13,12,12,13,13,12,13,12,15,12,8,10,15,11,4,14,11,132
Eric Curbelo,30,121,6,9,8,10,13,8,14,9,15,5,15,13,11,7,12,12,13,14,15,14,11,11,14,14,15,15,7,14,13,12,13,12,9,8,13,9,120
Luis PÃ©rez,29,126,7,11,11,14,13,7,13,12,14,11,14,12,12,5,14,11,13,13,15,14,13,9,12,15,15,10,10,13,6,7,13,14,10,8,13,12,126
Jorge SÃ¡enz,27,118,5,6,9,8,12,9,12,11,13,7,13,12,11,8,12,14,12,12,13,13,11,14,12,13,12,10,9,13,14,8,9,13,11,7,12,12,119
Toni Datkovic,30,118,8,11,9,8,14,9,12,11,13,10,9,11,11,6,12,14,14,12,13,11,12,13,10,14,13,14,10,13,14,8,10,12,7,6,13,10,116
Ãlvaro Tejero,27,125,10,14,11,11,10,5,12,12,11,11,13,11,11,11,13,9,14,14,13,13,12,8,11,12,12,10,13,13,11,14,13,13,13,9,13,11,124
Rodri TarÃ­n,28,125,7,10,7,12,10,7,12,13,13,9,14,12,12,9,12,14,14,11,13,12,10,12,12,12,12,10,13,14,13,9,11,15,14,9,14,12,124
Lucas,29,125,8,14,12,13,12,11,12,12,15,9,13,12,13,8,14,12,12,12,14,13,13,9,11,13,12,11,10,12,12,10,11,13,12,8,12,12,125
NicolÃ¡s FernÃ¡ndez Mercau,24,125,13,13,14,14,13,11,8,13,14,12,13,12,11,12,14,9,9,16,14,13,13,7,12,16,14,7,13,12,6,12,13,11,13,8,8,14,127
David Costas,29,126,8,9,11,12,15,5,13,12,12,9,12,12,10,9,14,12,14,13,13,12,12,11,13,13,12,11,12,13,13,10,10,14,14,7,14,12,126
Paris Adot,34,116,11,10,10,12,15,8,14,14,10,7,12,12,12,8,12,13,12,15,15,11,11,9,11,13,15,15,9,13,9,12,15,13,11,9,13,12,105
Nacho,35,110,8,14,9,14,12,9,13,11,13,11,14,13,12,8,13,9,11,14,13,11,12,8,12,11,13,13,12,14,7,13,14,11,12,6,12,13,100
Carlos Nieto,28,120,8,13,10,14,14,6,12,11,12,10,15,12,13,9,13,14,10,14,16,14,13,12,10,15,14,8,10,11,9,9,12,12,11,7,13,12,119
Aitor CÃ³rdoba,29,123,7,8,7,7,14,7,13,12,12,5,14,12,10,7,13,14,14,15,12,13,12,10,12,14,13,14,12,13,14,8,7,14,12,7,14,12,123
Diego GonzÃ¡lez,29,123,3,14,11,7,14,4,11,12,13,10,13,10,7,5,13,13,13,13,14,13,13,13,13,14,14,14,6,11,14,5,4,15,13,7,14,12,123
Diego GonzÃ¡lez,29,123,3,14,11,7,14,4,11,12,13,10,13,10,7,5,13,13,13,13,14,13,13,13,13,14,14,14,6,11,14,5,4,15,13,7,14,12,105
Diego GonzÃ¡lez,25,105,6,9,6,8,13,2,10,11,9,5,10,14,10,4,14,9,11,11,10,11,14,7,10,14,10,10,8,9,14,6,8,14,11,6,14,7,123
Diego GonzÃ¡lez,25,105,6,9,6,8,13,2,10,11,9,5,10,14,10,4,14,9,11,11,10,11,14,7,10,14,10,10,8,9,14,6,8,14,11,6,14,7,105
Ãlvaro RodrÃ­guez,29,123,9,14,11,10,10,7,12,12,13,12,13,12,10,8,13,12,13,10,13,13,12,10,12,16,11,8,12,12,10,9,13,11,13,7,12,13,121
Jair,34,115,6,7,6,7,13,5,14,9,14,7,16,14,6,7,7,12,14,6,15,10,7,16,14,11,15,10,8,15,16,9,11,14,10,3,14,11,106
Josema SÃ¡nchez,28,122,6,10,7,6,12,6,10,12,14,9,12,12,13,6,13,15,12,13,12,14,13,13,11,14,11,8,11,13,13,7,7,15,12,8,15,11,122
Cristian Glauder,28,121,5,13,9,8,10,5,14,14,12,5,12,12,11,6,12,14,12,10,12,13,11,13,13,12,12,12,13,13,13,6,8,12,13,7,13,12,122
Frederico VenÃ¢ncio,31,120,4,4,6,6,17,6,13,8,15,6,14,12,13,6,11,14,14,12,12,12,12,13,12,12,13,15,8,13,13,8,8,14,12,10,13,12,121
RubÃ©n Alves,29,123,6,7,5,8,11,5,13,10,12,8,13,12,13,9,13,13,13,14,12,14,13,13,13,14,12,12,9,13,12,6,10,14,11,6,14,11,123
JosÃ© LeÃ³n,29,121,6,7,9,7,14,7,14,10,14,7,14,13,12,6,11,14,14,12,13,12,10,14,14,13,15,13,9,12,13,8,8,14,11,10,13,11,120
Abel Bretones,23,120,9,12,13,10,5,11,13,11,13,8,12,12,12,12,13,13,12,10,12,13,11,10,9,13,5,8,9,12,13,11,10,12,15,7,13,11,120
JosÃ© Matos,29,118,8,14,11,9,14,7,11,8,12,9,13,10,10,10,13,14,11,16,14,14,13,7,11,14,8,10,9,13,9,10,9,11,11,7,13,13,118
Xavi QuintillÃ,27,118,11,13,10,13,15,6,13,13,13,8,15,12,9,12,14,9,11,13,15,14,12,10,11,13,13,10,12,14,11,11,12,10,14,4,12,14,118
Chema,32,116,6,8,8,6,14,9,12,11,14,9,15,13,9,7,9,12,13,13,14,11,11,15,12,11,14,14,9,14,14,7,7,14,11,7,14,11,110
Pablo Martinez,35,116,5,11,9,10,14,6,13,11,16,8,14,12,14,10,11,11,13,15,13,11,12,13,12,12,14,10,8,13,14,11,8,14,11,8,13,12,107
LluÃ­s,27,120,5,8,9,8,13,7,14,11,14,8,13,12,11,5,12,14,12,11,15,13,12,12,13,14,14,13,11,13,12,7,10,13,12,10,14,12,120
Ãlvaro Lemos,31,112,11,11,10,13,12,8,9,11,10,9,13,10,11,9,14,11,12,14,13,14,14,10,10,14,11,7,9,12,6,11,11,7,11,10,10,12,108
NÃ©lson Monte,28,117,6,8,11,8,13,7,12,10,14,4,14,12,11,6,12,12,12,13,14,12,12,14,12,13,13,13,12,14,12,6,10,13,11,9,12,12,117
Cristian GutiÃ©rrez,23,121,6,14,14,12,12,11,12,11,13,12,10,12,10,12,12,8,9,13,12,12,13,8,11,9,11,8,12,11,8,12,11,10,12,9,9,12,121
Juande,25,120,3,7,9,6,12,7,14,10,13,6,14,14,8,6,13,13,13,11,12,12,11,13,11,10,12,12,11,12,13,5,7,12,12,9,13,10,127
Julio Alonso,25,119,10,11,11,11,13,9,11,12,13,5,11,12,13,7,14,11,13,15,13,12,14,10,12,14,9,11,11,12,10,6,6,12,12,7,12,12,119
Diego PampÃ­n,24,117,10,12,12,13,11,7,11,12,5,10,11,15,15,6,14,6,12,11,13,14,14,5,11,12,12,3,8,12,11,10,10,8,12,1,13,11,121
SaÃºl,29,117,13,14,14,13,11,5,13,13,13,12,13,11,12,10,13,12,11,13,13,13,12,11,11,14,12,9,12,12,8,7,7,11,11,5,12,13,117
Fernando Medrano,24,122,10,14,12,15,14,8,12,12,13,10,13,13,13,8,14,8,13,13,14,13,14,9,12,13,13,10,13,13,7,8,12,11,12,8,13,13,124
Ãlvaro Mantilla,24,112,5,9,6,8,16,6,11,9,16,6,15,10,10,5,16,12,11,16,15,16,11,11,12,13,16,14,8,11,12,8,12,14,10,7,14,8,118
Diegui,30,108,6,10,12,13,11,9,10,10,12,13,15,11,12,4,14,12,11,12,14,14,13,10,10,13,9,5,9,13,8,6,7,11,12,5,13,11,101
JuliÃ¡n DelmÃ¡s,29,116,6,13,12,12,12,6,11,11,16,7,14,12,11,7,13,8,12,14,15,13,14,9,11,15,14,11,9,12,12,8,10,12,10,10,12,13,115
VÃ­ctor GarcÃ­a,27,116,11,13,12,13,12,8,11,9,13,7,12,11,13,7,14,13,9,13,13,13,14,8,10,13,13,9,10,12,7,8,12,9,11,8,10,13,116
VÃ­ctor GarcÃ­a,30,108,12,14,12,10,6,9,9,13,11,8,9,9,9,14,14,8,12,13,11,13,11,9,11,14,9,8,11,12,12,10,7,12,11,11,12,13,116
Grego Sierra,31,116,7,8,8,9,10,7,13,11,12,5,14,12,9,7,12,13,13,13,15,12,12,12,12,13,13,9,12,13,13,8,11,13,11,7,13,12,113
Dani Tasende,24,117,6,12,10,11,13,5,11,12,7,6,14,15,16,3,14,7,13,8,14,13,12,11,10,12,12,10,10,13,11,7,10,11,12,3,15,12,118
Ãlex PetxarromÃ¡n,27,108,11,12,10,8,12,8,11,12,12,5,14,10,11,11,12,11,12,11,14,13,12,9,9,12,12,12,9,11,9,7,12,12,14,7,13,12,108
Jaime SÃ¡nchez,29,115,6,7,7,9,6,2,9,9,5,5,3,14,10,2,14,13,14,13,8,14,14,11,10,12,11,12,6,10,14,5,4,14,9,1,14,9,114
Dani FernÃ¡ndez,27,115,10,13,9,8,11,7,11,10,13,3,12,12,12,4,14,12,11,12,13,13,13,11,9,14,12,11,10,12,11,6,12,12,10,10,13,12,117
Dani FernÃ¡ndez,27,115,10,13,9,8,11,7,11,10,13,3,12,12,12,4,14,12,11,12,13,13,13,11,9,14,12,11,10,12,11,6,12,12,10,10,13,12,68
Dani FernÃ¡ndez,18,68,1,3,1,6,6,4,6,6,1,5,6,14,7,1,12,5,12,12,6,10,11,14,6,4,8,7,4,7,12,4,1,14,6,1,8,5,117
Dani FernÃ¡ndez,18,68,1,3,1,6,6,4,6,6,1,5,6,14,7,1,12,5,12,12,6,10,11,14,6,4,8,7,4,7,12,4,1,14,6,1,8,5,68
Abraham Del Moral,23,112,9,8,7,11,5,5,13,12,14,5,11,13,12,7,8,7,15,8,12,10,12,12,10,13,12,4,9,9,14,9,10,14,10,7,16,16,117
Diego Alende,26,115,3,5,9,13,13,5,12,12,13,8,14,12,11,5,12,14,13,13,13,11,11,10,12,13,13,8,12,14,13,6,6,13,13,7,14,12,115
Quentin Lecoeuche,30,115,8,12,10,13,10,7,12,11,13,8,12,10,12,12,15,11,10,15,14,13,13,7,12,14,14,8,10,11,5,9,9,10,12,11,12,12,114
Javi JimÃ©nez,27,110,2,7,6,9,8,5,13,11,12,8,13,12,11,2,12,13,14,12,13,13,11,10,13,13,12,11,10,13,12,9,11,12,11,6,14,11,110
Toni Abad,27,110,5,9,8,8,15,4,13,11,16,12,9,11,10,2,15,6,12,12,11,15,15,5,4,15,10,14,9,12,9,8,5,10,10,8,14,7,110
Pol Moreno,30,111,9,8,8,7,14,6,14,11,14,5,12,12,13,8,10,13,14,18,11,9,12,14,10,13,8,12,10,13,14,9,5,14,9,5,13,11,112
Brais MartÃ­nez,22,113,8,11,8,10,14,8,13,10,9,5,9,14,11,6,15,10,12,6,11,15,15,9,10,11,11,7,10,13,9,7,9,11,8,7,15,9,117
Dani Calvo,30,120,7,6,5,12,10,4,12,10,13,4,13,12,12,8,12,14,14,12,14,12,11,15,12,14,11,10,9,11,14,9,8,13,11,2,14,10,121
RaÃºl Navarro,30,112,9,12,10,7,5,7,12,11,10,8,14,11,15,7,12,10,12,10,11,12,12,6,12,12,13,8,11,12,10,8,13,12,12,7,12,12,110
Javi VÃ¡zquez,23,112,7,12,13,11,9,8,11,11,14,13,11,11,11,6,13,11,10,12,11,14,11,7,12,13,10,11,12,12,6,8,9,11,7,10,12,12,118
Aitor BuÃ±uel,26,111,8,12,10,12,9,7,11,10,12,11,11,12,12,8,14,10,11,14,12,13,13,9,12,14,9,8,10,12,8,8,11,11,9,7,11,10,111
David Torres,21,114,3,5,2,8,15,6,10,7,5,5,8,14,9,3,14,10,14,11,9,13,12,14,9,11,9,11,6,13,14,5,5,14,9,1,12,2,114
LoÃ¯c Williams,22,118,5,6,9,6,14,7,13,9,14,7,13,11,12,6,12,15,13,14,15,14,13,13,13,15,15,10,9,13,13,6,6,14,10,10,13,9,123
Miguel Ãngel Leal,27,111,5,11,9,9,6,1,11,12,11,11,11,13,9,3,15,12,11,13,14,12,15,7,8,15,12,13,8,12,11,8,10,12,9,8,15,8,112
Sergio GonzÃ¡lez,32,106,7,8,8,7,15,7,12,13,12,5,12,11,7,6,12,14,12,9,13,13,13,14,12,11,14,8,11,11,12,7,9,12,13,6,13,12,104
Carlos Pomares,31,108,11,12,11,13,14,8,13,11,13,7,13,11,13,9,11,12,12,11,13,12,11,13,13,12,13,9,12,11,8,11,7,11,11,6,11,12,104
Ãlex MartÃ­n,26,110,7,9,8,9,15,9,12,10,13,5,13,11,9,7,13,13,13,13,13,13,12,11,11,12,13,8,10,13,13,7,9,12,11,8,13,12,110
Javi Castro,23,110,6,13,9,10,14,2,11,11,13,5,5,13,11,3,12,11,16,16,10,14,14,9,11,14,11,3,9,11,12,4,8,10,12,5,15,11,116
AndrÃ©s Caro,20,109,9,7,6,5,11,5,10,10,14,5,10,16,8,5,14,8,13,13,11,14,9,14,9,11,11,14,10,12,12,4,7,12,12,7,13,10,112
Einar Galilea,30,108,7,6,8,8,13,6,11,11,13,8,15,10,13,8,10,13,13,13,14,11,12,12,12,14,14,15,11,12,11,8,7,12,11,6,13,12,108
Aritz Arambarri,26,110,5,4,2,9,12,2,14,8,12,7,9,11,10,2,14,14,11,12,10,13,12,13,10,7,11,14,7,14,14,5,4,11,10,2,12,5,110
Garri,19,108,9,15,9,12,12,10,7,11,15,11,15,13,16,4,13,6,12,14,14,15,14,8,6,10,11,4,11,12,11,6,10,11,14,8,16,12,114
Sergio Santos,23,110,7,12,11,11,8,8,11,11,8,10,13,9,15,7,14,11,13,11,12,14,12,11,10,12,11,9,10,12,11,8,12,14,13,7,13,11,114
MiguelÃ³n,28,109,6,12,10,12,10,8,12,11,8,6,12,11,12,8,13,11,12,8,14,14,14,6,10,13,12,4,10,12,9,9,11,12,9,6,11,12,108
JosÃ© Salinas,23,110,11,13,12,12,12,11,11,12,13,8,11,11,11,11,13,11,11,9,15,13,13,9,10,13,12,10,12,9,9,9,11,10,12,8,10,12,109
AdriÃ Vilanova,27,108,5,6,7,6,13,6,11,11,13,7,12,12,11,5,13,12,13,13,12,14,12,14,11,10,13,11,10,11,12,7,6,12,11,6,13,11,108
Mariano GÃ³mez,25,107,6,7,7,10,12,6,12,9,4,6,9,15,13,3,10,13,12,14,11,10,9,14,10,12,10,5,8,13,13,7,6,13,9,7,12,9,108
Fran GÃ¡mez,32,108,7,12,10,11,11,8,13,10,14,8,14,12,12,7,12,8,13,15,14,12,14,7,11,13,13,13,9,12,6,8,11,13,9,4,14,11,98
JosÃ© Amo,26,119,6,6,7,7,17,4,14,10,14,7,14,12,12,6,11,14,12,14,15,12,11,14,12,14,16,11,9,14,13,7,7,14,11,4,14,10,119
Oier Luengo,26,108,5,7,7,11,10,7,12,11,6,6,12,11,12,5,12,12,13,12,11,12,12,13,10,14,12,6,11,11,10,9,5,12,12,7,12,10,109
Lucas Rosa,24,111,7,12,12,13,12,7,10,10,15,8,12,9,12,7,13,12,9,13,13,14,12,10,9,13,12,8,9,10,8,7,11,12,12,7,12,13,111
Iago LÃ³pez,25,106,11,13,11,13,10,9,11,11,11,10,12,11,12,8,12,10,11,12,12,12,12,11,9,12,11,9,13,12,7,9,12,11,13,9,10,13,109
MoisÃ©s Delgado,30,102,5,9,8,8,12,5,13,9,4,7,13,12,12,4,12,11,14,10,13,12,13,9,13,13,12,8,8,13,9,7,10,11,9,7,13,7,99
Dani PerejÃ³n,25,110,6,14,9,8,5,1,8,12,10,5,11,13,11,4,15,8,11,10,11,15,15,5,8,14,10,2,9,13,11,10,8,12,12,4,13,12,110
PiÃ±a,29,104,5,4,8,8,14,6,12,10,12,8,13,10,11,6,13,14,10,12,12,14,9,14,12,12,14,13,7,13,13,8,8,13,11,10,13,10,103
Ãscar Rivas,24,106,3,3,4,8,10,7,8,9,9,8,8,14,10,1,12,8,10,17,9,11,13,12,9,14,10,15,8,11,14,3,3,15,10,5,14,8,107
Juan MarÃ­a Alcedo,23,110,7,13,11,13,14,9,13,9,4,9,11,12,12,5,14,11,12,12,12,13,13,8,12,13,11,3,12,12,8,9,12,12,9,9,13,12,110
Pablo VÃ¡zquez,29,112,9,8,7,10,14,11,13,10,6,5,11,12,11,10,12,12,15,8,6,13,12,11,9,10,11,5,11,12,12,12,2,12,9,6,15,11,108
Hugo PÃ©rez,21,100,6,4,4,7,12,7,11,9,5,5,8,15,9,8,14,7,14,15,10,9,13,12,10,12,10,13,8,10,14,5,2,11,8,4,13,8,101
Alberto GonzÃ¡lez,31,106,5,6,4,8,14,6,13,9,7,8,14,12,11,6,11,13,12,14,13,13,11,13,13,12,15,14,6,12,13,7,8,12,10,7,13,9,102
Jokin Gabilondo,25,106,10,10,11,10,12,8,8,10,13,8,11,16,11,6,14,9,10,14,11,14,14,12,8,12,11,10,6,10,9,5,10,11,5,9,11,10,106
Dani SÃ¡nchez,24,107,9,12,10,13,10,11,12,11,16,12,11,11,11,10,14,11,9,12,14,14,12,10,12,11,11,9,12,11,9,9,10,11,9,10,11,11,107
John Chetauya,23,98,10,10,6,12,11,10,6,7,6,8,11,13,12,5,10,8,14,7,13,12,13,15,11,12,10,12,12,12,12,10,2,7,8,5,13,5,98
